7219,6721.240989,7024.231531
7346,6737.786394,7439.358888
7366,6752.69868,7357.206998
7321,6763.895627,7212.03173
6901,6773.87031,7463.009476
6822,6755.297618,7673.559312
7509,6735.234031,8104.717847
8261,7149.145128,8555.058153
8590,7597.00113,8555.137456
8544,7682.745633,8540.622624
8548,7539.430881,8383.601751
8506,7345.602275,8213.235147
8368,7437.065105,8413.13846
8324,7289.884944,8324.206009
8235,7183.974702,8126.121558
8233,7210.770063,8201.598578
8354,7327.614128,8445.315246
8572,7593.490651,8663.353431
8611,7482.189105,8470.061434
8225,7093.056805,7815.49814
7775,6747.010025,7628.209492
7343,6751.337493,7472.634866
7054,6725.598166,6940.127715
6748,6715.861842,6638.457407
6641,6726.520359,6742.584511
6520,6740.077174,6887.957009
6454,6770.467042,6696.103116
6701,6713.867368,6367.074839
6590,6779.081913,6876.612318
6625,6744.214865,7277.750036
7323,6790.198983,7965.75282
8107,6844.668588,8401.555082
8538,7327.204487,8432.4148
8609,7658.094291,8651.083956
8685,7605.181862,8592.227725
8633,7616.050267,8396.926069
8331,7402.222474,8436.391979
8358,7230.936422,8235.504561
8298,7414.710447,8353.276985
8253,7407.703651,8455.21129
8340,7364.546067,8538.271021
8533,7531.058591,8622.035916
8469,7304.277333,8334.007967
8181,6941.486922,7802.159039
7999,6742.825528,7581.667913
7535,6791.77895,7719.381981
7340,6763.817034,7241.291913
6974,6793.348897,7034.67325
7194,6801.818234,6978.527954
7231,6792.173731,7264.737681
7346,6791.949645,7111.319681
7355,6723.875627,7060.135481
7279,6776.384874,7475.542765
7382,6872.158818,8079.137732
7565,7299.933446,8759.337511
8199,7274.815334,8677.114884
8662,7580.936016,8534.462672
8719,7620.088582,8632.626346
8811,7743.679567,8638.275938
8537,7681.084618,8408.498809
8390,7259.518108,8320.326508
8406,7342.685672,8258.659849
8252,7313.245468,8133.435688
8127,7066.502532,8060.233178
8104,7178.990069,8284.861541
8364,7324.422244,8356.779036
8372,7108.714212,8213.990323
8076,6870.77267,7679.264721
7639,6792.022978,7448.247822
7249,6783.194337,7264.493347
7140,6721.991313,6998.914315
7152,6770.498598,6878.389473
7779,6771.059787,7103.558365
7721,6876.494019,7768.02468
7630,6744.21796,7510.140924
7498,6746.529425,7305.626973
7289,6738.690095,7422.882752
6942,6777.42041,7272.13747
7013,6714.366717,7063.74008
7110,6771.241043,7309.695683
7396,6782.980259,7462.893077
7060,6793.354872,7683.7019
7211,6729.876937,7167.644324
7387,6720.231751,7258.269013
7475,6732.941479,7556.044416
7839,6731.965891,7344.738506
7888,6764.070348,7605.572575
7899,6907.548299,7886.141741
7952,7204.767198,8256.709875
7694,7394.273573,8335.721275
7780,6741.716889,7425.385431
7536,6742.261782,7234.587409
7178,6778.365818,7161.007586
7063,6778.683065,7149.688886
7091,6767.699357,7124.603933
7154,6745.033632,7061.058866
7319,6806.502455,7049.645319
7446,6741.818724,7332.981738
7365,6752.448059,7372.902537
7272,6760.485326,7184.817264
7059,6741.111442,7020.239551
7067,6754.721573,6952.585829
6983,6758.585359,7202.028475
6933,6750.313734,7171.41841
7126,6755.866847,7380.540374
7403,6753.540249,7639.569328
7395,6750.888734,7640.464943
7410,6750.425043,7286.826279
7595,6757.626158,7470.157609
7500,6756.000895,7535.939883
7422,6755.684815,7407.487778
7396,6753.604659,7706.004196
7586,7030.569655,7948.831674
7653,7101.092782,8111.423112
7748,6809.46582,7712.767832
7630,6728.030565,7156.742415
7484,6771.887803,7237.054408
7655,6726.61802,7446.195541
7544,6756.681874,7562.069386
7408,6743.735177,7436.031055
7598,6757.153767,7347.427216
7526,6886.152395,7705.595798
7476,6779.588083,7490.960328
7537,6741.623606,7389.662175
7433,6957.76765,7760.099818
7584,6976.782214,8106.674315
8067,7233.834408,8627.671416
8374,7813.294092,9060.694475
8803,7806.929527,8623.086199
8886,7906.094714,8784.861947
8914,7889.199266,8722.521764
8799,7745.060603,8544.406795
8600,7773.480159,8500.450583
8646,7714.246408,8517.618343
8529,7710.495257,8434.00114
8467,7634.952404,8450.492336
8497,7799.307786,8713.621155
8681,8033.604299,8849.559398
8788,7775.564493,8530.346781
8513,7274.627749,7929.803191
8066,7140.715986,7855.227588
7779,7038.956037,7790.090309
7679,6762.240747,7441.589463
7533,6767.075514,7402.79459
7515,6746.317379,7410.784939
7741,6941.508838,7724.882016
7579,6903.845728,7717.938083
7856,6743.139414,7462.910761
7738,7186.605869,7960.591481
7549,7288.715636,8233.255887
7874,7269.260795,8599.426355
8623,7745.453251,8899.105241
9031,8165.026819,8965.94899
9093,8215.292056,9007.325361
9166,8309.238706,8995.217117
9020,8091.820302,8704.521873
8847,7971.145575,8728.141238
8947,7851.991148,8707.897647
8806,7967.870795,8692.159832
8735,7863.820172,8695.239531
8753,8030.590225,8969.677621
8889,8184.994368,9104.302388
9030,7809.850067,8703.128679
8745,7381.318415,8148.266767
8293,7162.738751,7988.144781
8014,7224.888587,7927.672367
7944,6927.920533,7667.093269
7766,6985.143485,7611.062663
7699,7002.972732,7696.446227
7814,6996.80285,7820.164732
7813,6974.61065,7765.661749
7750,6805.332379,7593.183524
7611,7046.89765,7794.880692
7609,7228.429081,8254.538156
8148,7341.266021,8762.727653
8958,7956.269733,9191.882125
9414,8324.528058,9180.054068
9441,8506.407303,9262.440689
9533,8570.249135,9254.659305
9399,8472.639617,9122.8259
9246,8344.09536,9116.627264
9244,8209.537601,8978.767646
9120,8144.374141,8872.620738
9058,8146.312786,8975.074659
9095,8318.145671,9190.274232
9252,8520.520784,9357.24503
9329,8177.847963,8989.210522
8989,7708.049223,8464.902997
8508,7409.153974,8224.434719
8160,7258.879468,8097.629745
8042,6854.054368,7557.454742
7808,6928.334042,7554.854315
7665,7019.561346,7672.220483
7544,7029.624545,7785.805934
7446,6757.738751,7518.166573
7584,6763.564844,7315.728251
7479,6835.06608,7681.382627
7593,7027.367098,8123.152247
8189,7305.752974,8787.072904
8960,7954.90873,9270.528509
9414,8283.430353,9152.741993
9480,8423.702778,9306.950503
9518,8574.334079,9337.773471
9382,8400.529943,9109.360384
9148,8336.384161,9090.363539
9218,8015.723778,8833.799063
9103,8227.077975,8871.890016
9027,8083.350058,8959.909375
9019,8233.636514,9228.018959
9205,8539.404753,9365.555562
9286,8162.155187,9029.769822
8999,7530.056871,8336.949369
8528,7297.489346,8115.157546
8137,7129.660617,7950.491238
7994,6921.074208,7653.99194
7746,6913.324031,7578.121513
7666,6935.204476,7641.1165
7510,6935.760168,7741.802679
7477,6758.991213,7473.69116
7508,6740.993747,7317.888953
7446,6790.792116,7573.081132
7446,6964.266591,8010.871086
8078,7175.86115,8654.499658
8886,7812.252097,9169.282649
9346,8194.295085,9132.0889
9492,8290.080078,9138.644538
9514,8365.403327,9136.870855
9322,8291.712977,9036.170308
9148,8122.193977,8983.603621
9145,7954.993283,8830.052194
8975,7966.250606,8738.578173
8816,7910.141802,8768.044697
8716,8036.569741,8987.175442
9001,8183.79432,8996.885109
9073,8010.552906,8783.842611
8810,7498.382084,8213.46449
8365,7214.302302,8018.701516
7931,7025.055942,7879.865253
8001,6768.467516,7404.893707
7908,6800.552073,7493.364154
7737,6997.823084,7712.567156
7692,6913.320991,7721.873883
7711,6793.803902,7569.045373
7583,6735.206556,7456.972624
7579,6766.230219,7480.063876
7582,6736.269678,7484.520398
7580,6745.162239,7531.803475
7220,6749.626346,7662.514063
7627,6798.627149,7679.603003
7960,7155.192065,8010.485208
8020,7212.828768,8016.400756
7911,6940.943992,7846.771713
7961,6999.622811,7889.459972
7922,6996.72947,7848.211605
8334,6852.744898,7804.192738
8658,7478.33316,8383.71518
8624,8069.845719,8954.412862
8358,7996.827513,8825.843322
8423,7437.705886,8138.021872
8185,7172.982783,7819.265318
7806,6957.561569,7663.547975
7603,6827.316835,7608.292301
7613,6735.81249,7324.337483
7622,6736.348432,7455.562644
7587,6731.12736,7593.896009
7824,6775.815522,7574.408977
7903,6932.654132,7667.790212
7963,6949.376346,7638.214681
7720,6934.97888,7744.521438
7717,6761.187441,7646.10072
7615,6771.644941,7826.743443
7608,6766.26203,7827.039379
7790,7094.957802,7849.261059
7987,7194.725949,8007.829104
7852,7316.997862,8036.800328
7763,7058.6749,7825.58581
7865,6976.948332,7839.873786
7967,6871.811945,7732.990699
8056,6945.927417,7839.180505
8031,7189.895639,8126.587982
8316,7606.163342,8512.910165
8497,7876.410245,8874.71647
8159,7550.99091,8402.912355
8035,6769.613851,7398.960612
7740,6775.556728,7492.232495
7486,6730.81244,7530.357228
7398,6741.861163,7239.032394
7557,6743.422037,7332.079837
7978,6769.744661,7642.133626
8139,7282.320884,8058.516692
8072,7361.022187,8103.737886
8002,7263.610166,7972.475492
7889,7428.943091,8226.54026
8380,7652.209276,8623.791086
8223,8329.902438,9367.453589
8949,8140.39033,9104.064478
9447,8386.254816,9189.570451
9502,8432.049232,9169.697126
9582,8514.302668,9231.808104
9397,8340.995628,8942.082874
9114,8304.931465,8973.393542
9203,8153.228881,8858.97755
9053,8200.272391,8887.915754
8931,8215.723112,8909.414518
8892,8401.870913,9140.036627
9107,8170.679175,9065.298204
9321,7946.751416,8794.780235
9011,7603.103192,8348.169942
8559,7268.54344,8199.122494
8169,7425.429572,8203.035706
7957,6887.84814,7610.807415
7717,6748.642256,7406.081044
7693,6884.359525,7539.841144
7712,7007.393125,7802.168158
7837,6938.567764,7710.754305
7804,7083.804582,7786.219098
7685,7105.316644,7878.077339
7636,7301.849848,8147.242733
8282,7345.587837,8671.511436
9066,8148.798126,9258.869006
9544,8592.616642,9288.284411
9607,8670.903399,9379.515411
9670,8649.434201,9281.120045
9468,8499.922264,9128.714231
9262,8477.329696,9122.272988
9331,8351.381445,9006.693975
9213,8353.667698,9036.994702
9139,8350.667025,9119.348718
9154,8399.631911,9279.403835
9264,8567.432491,9410.648683
9388,8148.017943,9079.354764
9060,7626.550687,8433.362432
8580,7276.188219,8178.833035
8201,7260.837801,8101.629306
8321,7027.830448,7773.037429
8164,7168.303998,7815.987499
8344,7288.703893,7920.239005
8515,7495.970867,8295.515109
8396,7527.634738,8339.253997
8369,7523.282319,8102.020434
8374,7743.597017,8398.643384
8339,8057.028168,8874.178065
8487,8304.159986,9371.742593
9270,8533.475251,9338.51124
9759,8673.755827,9390.186249
9846,8841.880804,9522.48746
10912,8856.380301,9503.494207
9745,9480.184043,10059.51486
9589,8798.53857,9498.175091
9615,8596.199931,9333.971339
9495,8481.746359,9278.965319
9368,8505.340302,9302.670342
9347,8462.638296,9396.048606
9481,8440.504555,9428.616521
9662,8152.679008,9070.502649
9341,7944.131785,8728.767235
8883,7578.666066,8428.758011
8499,7486.727762,8319.618997
8398,7211.534219,7952.893545
8191,7224.892144,7842.500255
8248,7305.357805,7898.097112
8366,7495.691855,8254.426799
8356,7404.129619,8137.563599
8389,7520.672498,8181.114591
8135,7802.109786,8515.093489
8293,7800.106413,8714.262212
8494,8197.592661,9330.923831
9329,8564.727478,9390.552647
9794,8723.308993,9476.070777
9869,8992.32863,9718.388173
9895,8874.687042,9538.983629
9705,8730.328983,9369.117021
9444,8667.755311,9408.834105
9471,8433.005982,9132.168479
